timeSpread,TOF,spatialSpread,E1,E2
12624.7,152.406,85.3,0.66,3.64
12625.2,170.257,60.7,1.37,1.52
12625.3,157.315,64.7,1.65,1.73
12626,149.689,66.8,1.85,1.88
12626.3,245.27,50.9,0.32,1.24
12626.3,167.289,77.1,0.58,2.93
12626.5,192.498,66.4,0.47,2.13
12627.1,231.118,55.5,0.35,1.42
12628.4,164.46,79.7,0.59,3.06
12628.7,284.379,37.7,0.42,0.63
12630,160.962,63.2,1.56,1.67
12630.6,158.511,64.2,1.62,1.71
12630.9,166.741,78,0.58,2.96
12631.7,174.613,59.3,1.29,1.46
12632.2,249.949,49.9,0.31,1.19
12632.3,146.358,67.9,1.95,1.95
12632.3,147.875,87.7,0.69,3.9
12632.9,173.624,59.8,1.31,1.47
12633.6,154.335,66,1.73,1.78
12633.7,224.148,47,0.72,0.96
12635.1,239.72,53.3,0.33,1.31
12636.4,158.012,81.6,0.63,3.34
12636.9,178.618,57.7,1.22,1.41
12637.2,165.148,62,1.47,1.6
12637.4,152.372,66.4,1.78,1.82
12637.6,185.146,55.8,1.12,1.33
12637.7,197.656,64.9,0.45,2.01
12637.8,150.69,67.2,1.83,1.85
12637.9,185.482,56.3,1.12,1.32
12639.2,184.363,55.9,1.13,1.34
12639.2,167.661,61.3,1.42,1.56
12639.2,172.563,75.8,0.55,2.74
12639.5,156.144,65.1,1.68,1.75
12639.9,170.422,76.8,0.56,2.82
12640.2,209.733,60.9,0.41,1.76
12640.3,189.069,55.2,1.07,1.28
12640.8,153.263,65.6,1.75,1.81
12641.2,187.459,68.1,0.49,2.26
12642,148.38,86.7,0.69,3.86
12643.2,161.975,63.1,1.54,1.65
12644.1,192.455,53.4,1.02,1.25
12645.5,202.152,51.1,0.91,1.15
12647.6,214.663,57.6,0.4,1.66
12647.8,177.794,72.3,0.53,2.55
12647.9,150.669,86.5,0.67,3.74
12648.4,148.245,87,0.69,3.87
12648.6,174.295,58.7,1.29,1.47
12650.1,233.354,46.1,0.66,0.89
12650.4,147.627,88.2,0.69,3.92
12651.6,147.69,68.3,1.92,1.91
12652.3,189.513,67.9,0.48,2.21
12652.7,161.706,63.6,1.55,1.65
12653.2,148.477,67.5,1.89,1.9
12653.7,165.39,62.4,1.47,1.59
12654.3,149.898,85.8,0.68,3.77
12654.7,198.283,51.7,0.95,1.19
12654.9,226.419,57.4,0.36,1.49
12658.1,146.726,67.9,1.94,1.94
12658.2,169.89,75,0.57,2.82
12658.9,161.48,63.2,1.55,1.66
12659,147.146,89.1,0.69,3.96
12659.5,207.309,60.7,0.42,1.8
12659.6,151.093,67.1,1.82,1.84
12660.2,214.65,47.9,0.79,1.04
12660.4,212.859,49.2,0.81,1.05
12660.4,170.872,60.6,1.36,1.51
12660.5,263.478,41,0.5,0.72
12660.5,151.746,84.4,0.67,3.66
12662.5,150.084,66.8,1.84,1.87
12662.8,158.978,64.2,1.61,1.7
12662.9,168.776,61.2,1.4,1.54
12663.6,169.372,61.2,1.39,1.53
12664.4,190.344,66.6,0.48,2.18
12664.8,155.633,83.7,0.64,3.47
12665,165.677,62,1.46,1.59
12665.4,168.216,61.3,1.41,1.55
12665.8,163.635,78.7,0.6,3.08
12666,150.028,85.5,0.68,3.76
12666.3,148.86,67.5,1.88,1.89
12666.5,156.592,65.1,1.67,1.74
12668.3,153.686,65.6,1.74,1.8
12669.3,149.636,88.5,0.67,3.82
12670.2,154.353,83.9,0.65,3.53
12670.3,225.486,46.7,0.71,0.95
12670.7,164.108,80.3,0.59,3.08
12671.5,219.589,47,0.75,1
12673.6,167.091,77.4,0.58,2.94
12675.1,148.068,68.2,1.91,1.9
12676,231.679,54.7,0.35,1.41
12676.8,203.128,51,0.9,1.14
12677,151.874,86.4,0.66,3.68
12678.2,171.46,60.5,1.35,1.5
12678.6,164.342,62.6,1.49,1.61
12679.1,165.953,62.4,1.46,1.58
12679.3,155.071,82.5,0.65,3.48
12680.3,169.943,61.2,1.38,1.52
12680.7,175.241,59.2,1.28,1.45
12681.2,204.733,49.9,0.88,1.13
12681.5,174.276,59.8,1.3,1.46
12682.6,188.237,55.3,1.08,1.29
12682.7,166.785,61.9,1.44,1.57
12682.7,154.2,84.2,0.65,3.54
12682.9,153.932,84.6,0.65,3.56
12683,159.451,64.1,1.6,1.69
12683.2,182.52,56.7,1.16,1.36
12683.5,148.616,88.3,0.68,3.87
12684.3,164.864,62.5,1.48,1.6
12684.9,183.962,56.5,1.14,1.34
12685.4,162.474,63.1,1.53,1.64
12685.9,157.771,64.6,1.64,1.72
12687.1,203.92,62.2,0.43,1.87
12688.7,182.049,70.9,0.51,2.42
12689.1,226.083,47.5,0.71,0.94
12690.7,152.96,84.3,0.66,3.6
12690.9,146.775,89.8,0.69,3.99
12692.2,179.288,57.7,1.21,1.4
12692.3,147.118,67.9,1.93,1.93
12692.4,220.766,48.6,0.75,0.98
12692.6,149.27,67.5,1.87,1.88
12693,156.07,82.9,0.64,3.44
12693.4,166.243,62,1.45,1.58
12693.4,170.633,76.4,0.56,2.81
12694.2,162.269,81.1,0.6,3.16
12695.4,180.696,57.5,1.19,1.38
12695.9,150.505,66.8,1.83,1.86
12696.9,214.003,48.9,0.8,1.04
12698.4,145.58,69.2,1.99,1.95
12698.6,179.317,72.6,0.52,2.51
12699.1,154.112,65.6,1.73,1.79
12699.8,154.767,66,1.72,1.77
12700.4,152.81,66.4,1.77,1.81
12701.2,156.228,82.6,0.64,3.43
12701.7,158.933,82.3,0.62,3.31
12701.8,155.494,84,0.64,3.48
12702.7,185.337,71.6,0.49,2.34
12702.7,160.352,79.6,0.62,3.22
12702.9,166.546,78.4,0.58,2.97
12703.7,168.539,77.4,0.57,2.89
12704.4,193.296,53.3,1.01,1.24
12705.6,245.717,44.7,0.59,0.81
12705.6,148.372,88.9,0.68,3.89
12705.8,191.17,54.3,1.04,1.26
12705.9,174.156,75.7,0.54,2.69
12706,171.223,75.4,0.56,2.78
12707.2,157.07,65.1,1.66,1.73
12707.4,197.373,51.9,0.96,1.2
12707.4,210.101,60.4,0.41,1.75
12707.6,211.12,50.4,0.83,1.06
12708.7,253.124,43.1,0.55,0.77
12710.5,179.968,57.6,1.2,1.39
12710.6,160.81,81.3,0.61,3.22
12710.6,159.428,78.9,0.63,3.25
12712.2,183.688,71.2,0.5,2.38
12712.7,251.233,43.6,0.56,0.78
12713.3,166.49,62.4,1.45,1.57
12714.2,157.4,85.1,0.62,3.41
12715.3,174.898,59.7,1.29,1.45
12715.7,159.873,80.6,0.62,3.25
12715.8,172.052,60.5,1.34,1.49
12716,163.008,63.1,1.52,1.63
12716,148.991,87.6,0.68,3.84
12716.3,153.23,66.4,1.76,1.8
12716.8,167.363,61.9,1.43,1.56
12717,151.52,67.2,1.81,1.83
12717.7,148.449,68.3,1.9,1.89
12717.7,146.332,68.5,1.96,1.94
12718.7,159.956,64.1,1.59,1.68
12719.1,175.876,59.1,1.27,1.44
12719.4,149.135,87.4,0.68,3.83
12720.8,162.204,63.5,1.54,1.64
12721.6,169.312,76.1,0.57,2.85
12722,150.905,66.8,1.82,1.85
12722.5,175.529,59.6,1.28,1.44
12722.7,194.672,52.4,0.99,1.23
12723.3,145.605,68.6,1.98,1.96
12723.4,208.355,50,0.85,1.09
12723.4,239.097,54,0.33,1.32
12723.5,157.413,82.7,0.63,3.38
12723.6,160.656,81.6,0.61,3.23
12723.8,148.759,88.1,0.68,3.86
12724.7,147.493,67.9,1.92,1.92
12724.8,148.879,87.9,0.68,3.85
12725.1,176.225,58.5,1.26,1.44
12725.4,188.669,54.6,1.07,1.29
12725.4,170.554,61.2,1.37,1.51
12725.8,163.518,63,1.51,1.62
12726,189.217,68.3,0.48,2.22
12726.6,152.002,86.1,0.66,3.67
12727.2,168.358,77.8,0.57,2.9
12727.5,205.693,51.3,0.88,1.11
12727.5,162.734,63.6,1.53,1.63
12727.7,148.245,89.1,0.68,3.9
12727.9,249.319,50.9,0.31,1.2
12727.9,177.559,58.4,1.24,1.42
12728.5,170.027,77.5,0.56,2.84
12728.6,163.596,81.2,0.59,3.11
12729.2,153.654,66.3,1.75,1.79
12729.7,145.968,68.6,1.97,1.95
12730.4,160.437,64,1.58,1.67
12732.2,191.059,68.7,0.47,2.18
12732.3,249.283,43.9,0.57,0.79
12732.5,155.227,66,1.71,1.76
12733.1,159.4,81.4,0.62,3.28
12734.6,191.624,53.6,1.03,1.26
12735.8,252.811,51.6,0.3,1.17
12735.8,145.942,69.2,1.98,1.94
12736.5,154.568,65.6,1.72,1.78
12736.9,171.556,77.5,0.55,2.79
12738.2,149.661,67.6,1.86,1.87
12738.8,168.743,77.1,0.57,2.88
12739.1,230.073,56.9,0.35,1.44
12739.4,234.479,55.4,0.34,1.38
12739.8,157.525,65.1,1.65,1.72
12740,195.337,65.2,0.46,2.06
12740,179.065,73,0.52,2.52
12740.1,175.588,58.6,1.27,1.45
12740.2,161.296,80.4,0.61,3.19
12740.3,151.928,67.2,1.8,1.82
12741.2,156.065,85.3,0.63,3.47
12742.8,185.896,55.6,1.11,1.32
12742.8,159.083,82,0.62,3.3
12743.2,203.215,63.4,0.43,1.89
12744.8,149.256,87.1,0.68,3.82
12745.3,217.308,57.7,0.39,1.62
12745.4,158.26,64.7,1.63,1.71
12745.9,167.914,61.8,1.42,1.55
12747.1,180.849,72.9,0.51,2.47
12748.2,168.18,78.1,0.57,2.91
12748.6,207.457,64.3,0.41,1.82
12749.1,214.58,49.7,0.8,1.03
12749.4,154.774,85.3,0.64,3.53
12749.5,186.386,69.8,0.49,2.3
12750.4,171.139,61.1,1.36,1.5
12751.1,186.279,56.2,1.11,1.31
12751.5,183.237,56.6,1.15,1.35
12752.3,155,65.6,1.71,1.77
12753.4,158.454,83.2,0.62,3.34
12754.7,167.065,62.4,1.44,1.56
12754.8,204.771,64.7,0.42,1.87
12754.9,146.721,68.6,1.95,1.93
12755.7,176.203,59.6,1.27,1.43
12756.5,192.187,66.9,0.47,2.14
12756.8,148.856,68.3,1.89,1.88
12757.1,151.309,66.8,1.81,1.84
12757.6,176.906,58.5,1.25,1.43
12758.6,147.893,67.9,1.91,1.91
12761.5,209.963,50.5,0.84,1.07
12763.1,206.575,62,0.42,1.82
12764.1,164.796,79,0.59,3.04
12765.4,159.235,81.7,0.62,3.29
12765.5,149.515,88.8,0.67,3.83
12767,214.804,61.4,0.39,1.68
12767.2,164.062,63,1.5,1.61
12769.2,158.725,64.6,1.62,1.7
12769.6,176.553,59,1.26,1.43
12770,171.414,75,0.56,2.77
12770.2,172.686,60.4,1.33,1.48
12770.6,305.606,36.1,0.36,0.55
12771.3,217.008,49.2,0.78,1.01
12771.3,162.097,81.4,0.6,3.17
12771.5,149.896,88,0.67,3.8
12771.7,164.95,81.3,0.58,3.06
12772.1,184.679,69.6,0.5,2.34
12772.2,164.983,78.7,0.59,3.03
12773.2,221.583,59.9,0.37,1.57
12773.6,168.471,61.7,1.41,1.54
12774,153.085,86.3,0.65,3.62
12774.4,152.364,67.2,1.79,1.81
12774.6,156.222,84.9,0.63,3.46
12775.3,193.725,53.9,1.01,1.23
12775.6,158.009,65.1,1.64,1.71
12776.4,180.317,58.1,1.2,1.38
12776.9,195.542,52.3,0.98,1.22
12776.9,146.329,69.3,1.97,1.93
12779.3,176.846,59.5,1.26,1.42
12780.4,201.512,65.9,0.43,1.94
12781.4,189.506,54.6,1.06,1.28
12781.7,149.242,68.2,1.88,1.87
12782.9,179.532,72.2,0.52,2.5
12783.4,147.018,89.4,0.69,3.97
12783.9,148.272,67.9,1.9,1.9
12785.7,150.077,67.6,1.85,1.86
12786,206.724,51.1,0.87,1.1
12787.4,151.076,85.7,0.67,3.71
12788.8,160.951,64.1,1.57,1.66
12789.9,190.223,70.1,0.47,2.21
12791.1,183.926,70.8,0.5,2.37
12791.1,158.157,83.7,0.62,3.36
12791.4,150.475,67.5,1.84,1.85
12791.7,197.317,65.4,0.45,2.02
12791.9,155.464,65.6,1.7,1.76
12792.8,151.725,86.6,0.66,3.69
12793.6,146.695,69.2,1.96,1.92
12793.8,280.082,40,0.44,0.64
12794,187.812,56,1.09,1.29
12794.3,219.443,48.8,0.76,0.99
12794.7,163.241,63.5,1.52,1.62
12795.4,158.474,65,1.63,1.7
12796.8,164.581,63,1.49,1.6
12797.2,153.234,86,0.65,3.61
12797.3,155.79,83.4,0.64,3.46
12797.3,153.498,85.5,0.65,3.59
12798.8,254.222,49.7,0.3,1.15
12798.8,154.104,66.4,1.74,1.78
12799.2,177.536,59.5,1.25,1.41
12799.3,220.065,49.6,0.76,0.98
12799.5,186.695,55.6,1.1,1.31
12799.6,165.475,80.3,0.58,3.03
12801.6,149.377,89,0.67,3.84
12802,226.76,48.3,0.71,0.93
12803.4,177.201,58.9,1.25,1.42
12804,150.671,88.7,0.66,3.77
12804.4000001,266.746,41.6,0.49,0.7
12805.4,147.756,90.1,0.68,3.94
12805.5,187.463,55.5,1.09,1.3
12806.6,161.442,64,1.56,1.65
12807.3,152.779,67.2,1.78,1.8
12807.3,151.738,66.8,1.8,1.83
12807.7,150.876,67.5,1.83,1.84
12808,255.156,42.8,0.54,0.76
12808.2,148.136,89.3,0.68,3.91
12809.4,218.896,48,0.76,1
12809.6,155.667,65.9,1.7,1.75
12809.9,167.615,62.3,1.43,1.55
12810,154.534,66.3,1.73,1.77
12810.2,165.837,79.7,0.58,3.01
12810.8,150.157,87.5,0.67,3.78
12811,156.109,65.9,1.69,1.74
12811.4,182.842,57.3,1.16,1.35
12811.7,146.903,89.6,0.69,3.98
12811.8,171.73,61,1.35,1.49
12812.1,150.28,87.3,0.67,3.77
12812.9,178.253,58.3,1.23,1.41
12813.5,200.19,51.5,0.93,1.17
12813.6,232.523,47.2,0.67,0.89
12813.6,178.846,73.4,0.52,2.53
12814.2,173.115,77.5,0.54,2.74
12814.4,160.33,82.2,0.61,3.25
12815,160.681,79,0.62,3.2
12815.2,190.309,54.4,1.05,1.27
12815.3,159.195,64.6,1.61,1.69
12815.4,220.094,57.7,0.38,1.58
12816.3,184.334,57.1,1.14,1.33
12816.3,155.201,84.5,0.64,3.5
12816.9,257.141,42.3,0.53,0.75
12817.8,209.487,49.8,0.84,1.08
12817.8,173.293,60.3,1.32,1.47
12817.9,148.655,67.9,1.89,1.89
12818.3,157.107,83.3,0.63,3.4
12819.4,169.066,61.8,1.4,1.53
12820.1,154.066,84.4,0.65,3.55
12820.3,178.169,74.5,0.52,2.56
12820.6,149.656,68.3,1.87,1.86
12820.7,171.96,76.8,0.55,2.77
12821.3,157.25,83,0.63,3.39
12821.6,233.387,56.9,0.34,1.4
12822.4,172.176,76.4,0.55,2.76
12822.9,165.106,62.9,1.48,1.59
12823.4,147.092,68.6,1.94,1.92
12824.8,157.545,84.8,0.62,3.4
12825.8,228.926,46.9,0.69,0.92
12825.9,145.413,68.9,1.99,1.96
12826.1,162.595,80.5,0.6,3.14
12826.2,211.033,62.9,0.4,1.75
12826.8,181.391,57.3,1.18,1.37
12827.1,153.198,67.2,1.77,1.79
12827.6,155.905,65.6,1.69,1.75
12828,216.042,59.5,0.39,1.65
12829.7,212.235,50.1,0.82,1.05
12831,149.773,88.3,0.67,3.81
12831.4,207.765,50.9,0.86,1.09
12834.1,183.564,57.1,1.15,1.34
12834.4,149.393,86.9,0.68,3.81
12835,158.941,65,1.62,1.69
12836,180.149,74.1,0.51,2.5
12836.3,147.878,89.8,0.68,3.93
12837,156.35,65.5,1.68,1.74
12837.5,151.874,88.6,0.65,3.71
12837.6,147.088,69.3,1.95,1.91
12838.3,199.256,51.6,0.94,1.18
12838.7,204.174,50.8,0.89,1.13
12839.5,182.688,72.9,0.5,2.42
12839.7,166.373,78.7,0.58,2.98
12840.1,215.098,50.4,0.8,1.02
12841.1,152.149,66.8,1.79,1.82
12841.4,168.167,62.3,1.42,1.54
12842.7,196.874,52.8,0.97,1.2
12843,163.783,63.5,1.51,1.61
12843,152.954,86.5,0.65,3.63
12843.8,172.359,61,1.34,1.48
12844,178.385,74.2,0.52,2.55
12844.8,161.934,64,1.55,1.64
12844.8,172.783,75.4,0.55,2.73
12847.4,184.737,56.4,1.13,1.33
12847.6,206.218,62.3,0.42,1.83
12849,222.947,57.9,0.37,1.54
12849.2,163.924,80.6,0.59,3.09
12849.4,230.624,56.1,0.35,1.43
12849.9,150.017,87.8,0.67,3.79
12850.1,156.583,65.9,1.68,1.73
12850.9,150.816,88.5,0.66,3.76
12851,187.321,71.5,0.48,2.29
12851.1,177.894,58.9,1.24,1.41
12851.2,236.49,45.4,0.64,0.87
12851.4,150.544,86.7,0.67,3.75
12852.8,199.057,66.3,0.44,1.99
12853.3,170.821,76.1,0.56,2.8
12853.6,178.92,58.3,1.22,1.4
12853.8,181.01,58,1.19,1.37
12854.2,163.414,81.6,0.59,3.12
12854.4,175.796,75.7,0.53,2.64
12854.9,211.824,61.8,0.4,1.73
12854.9,205.149,64,0.42,1.86
12855,145.774,68.9,1.98,1.95
12855.1,150.049,68.3,1.86,1.85
12855.3,165.664,62.9,1.47,1.58
12856.8,164.299,63.5,1.5,1.6
12856.9,159.698,64.6,1.6,1.68
12857.8,198.445,67.1,0.44,2.01
12859,154.992,66.4,1.72,1.76
12859.7,172.981,75,0.55,2.72
12859.8,216.343,50.2,0.79,1.01
12861.3,148.884,90,0.67,3.88
12862.5,149.063,67.9,1.88,1.88
12862.7,155.43,66.3,1.71,1.75
12863.3,167.98,78.5,0.57,2.92
12865.4,176.678,74.2,0.53,2.6
12867.6,318.278,35.4,0.33,0.51
12867.6,161.14,80.7,0.61,3.2
12867.7,156.803,83.9,0.63,3.42
12868.6,195.153,68.8,0.45,2.09
12869,169.633,61.7,1.39,1.52
12869,158.615,82.8,0.62,3.33
12869.1,200.69,63.7,0.44,1.94
12869.1,170.236,77.1,0.56,2.83
12869.2,147.865,68.6,1.92,1.9
12870.3,152.587,66.8,1.78,1.81
12871.8,179.595,58.1,1.21,1.39
12873.4,282.853,39.6,0.43,0.63
12873.7,158.61,85.3,0.61,3.36
12873.8,152.277,85.6,0.66,3.65
12873.9,156.827,65.5,1.67,1.73
12874,159.441,65,1.61,1.68
12874.9,147.488,68.6,1.93,1.91
12875.3,153.646,67.2,1.76,1.78
12875.6,161.937,81.7,0.6,3.18
12875.8,181.105,72.5,0.51,2.46
12877,160.484,81.9,0.61,3.24
12877.5,147.462,69.2,1.94,1.9
12878.6,244.08,52.3,0.32,1.26
12878.7,147.639,90.3,0.68,3.95
12878.8,161.605,82.3,0.6,3.2
12879,157.557,82.4,0.63,3.37
12879.1,174.73,77.5,0.53,2.69
12879.6,198.745,52.4,0.95,1.18
12880.3,173.939,60.4,1.31,1.46
12881.8,185.858,70.7,0.49,2.32
12882.4,197.777,52.6,0.96,1.19
12882.6,148.245,68.6,1.91,1.89
12883.3,146.137,68.9,1.97,1.94
12883.4,192.922,69,0.46,2.14
12883.7,159.918,65,1.6,1.67
12884.4,161.631,79.8,0.61,3.17
12884.5,151.328,87.4,0.66,3.72
12884.6,162.463,64,1.54,1.63
12885.5,151.302,67.6,1.82,1.83
12885.5,150.446,68.3,1.85,1.84
12886.7,178.195,59.4,1.24,1.4
12887.7,191.996,54.1,1.03,1.25
12890.3,180.372,73.8,0.51,2.49
12891.6,172.963,60.9,1.33,1.47
12892.2,157.997,84,0.62,3.37
12892.8,152.145,85.8,0.66,3.66
12893.5,243.903,45,0.6,0.82
12893.7,151.061,87.9,0.66,3.74
12894.2,199.403,65.6,0.44,1.98
12894.8,168.76,62.2,1.41,1.53
12895.4,169.658,78.1,0.56,2.86
12896.4,151.71,67.5,1.81,1.82
12897.1,160.177,64.5,1.59,1.67
12897.4,155.872,66.3,1.7,1.74
12897.6,269.015,41,0.48,0.69
12897.8,149.258,89.2,0.67,3.85
12898.7,150.547,88.9,0.66,3.78
12898.9,156.662,84.2,0.63,3.43
12899.7,154.073,67.1,1.75,1.77
12899.7,149.451,67.9,1.87,1.87
12900.8,202.585,51.8,0.91,1.14
12902.4,156.37,82.3,0.64,3.42
12902.6,202.195,64.9,0.43,1.92
12903.4,166.199,62.8,1.46,1.57
12903.7,182.133,57.3,1.17,1.36
12904.1,208.204,63.3,0.41,1.8
12904.4,185.613,71,0.49,2.33
12904.4,174.382,75.3,0.54,2.68
12904.6,147.838,69.3,1.93,1.89
12904.9,153.004,66.8,1.77,1.8
12905.1,154.2,86.4,0.64,3.57
12906.1,155.339,84.3,0.64,3.49
12906.6,180.623,73.3,0.51,2.48
12906.9,170.239,61.7,1.38,1.51
12908.1,174.559,60.2,1.3,1.45
12908.3,184.581,72.8,0.49,2.37
12908.6,186.636,69.4,0.49,2.29
12909.3,198.236,53.2,0.96,1.18
12909.3,173.758,76.4,0.54,2.71
12909.9,174.58,75,0.54,2.67
12909.9,150.418,87,0.67,3.76
12911,157.035,65.9,1.67,1.72
12912.4,166.007,79.3,0.58,3
12912.5,161.968,79.1,0.61,3.15
12913,156.964,83.5,0.63,3.41
12914.1,202.886,63.8,0.43,1.9
12914.2,285.555,39,0.42,0.62
12914.5,178.609,73.8,0.52,2.54
12915.1,157.279,65.5,1.66,1.72
12915.3,181.331,72.1,0.51,2.45
12916.2,216.445,59,0.39,1.64
12916.9,154.351,86.2,0.64,3.56
12918,162.966,64,1.53,1.62
12918,146.524,68.9,1.96,1.93
12920.7,167.427,79.4,0.57,2.95
12920.9,198.105,67.7,0.44,2.02
12921.5,153.365,85.7,0.65,3.6
12921.6,195.06,53,0.99,1.22
12922.2,160.427,65,1.59,1.66
12922.7,223.41,48.1,0.73,0.96
12923.1,166.179,79.1,0.58,2.99
12924.1,208.562,62.6,0.41,1.79
12926.1,173.604,60.9,1.32,1.46
12926.1,151.207,87.7,0.66,3.73
12927.1,222.508,58.7,0.37,1.55
12927.3,150.87,68.3,1.84,1.83
12927.6,178.556,58.8,1.23,1.4
12928.8,164.821,63.4,1.49,1.59
12928.8,218.779,59.6,0.38,1.61
12930.8,242.84,54,0.32,1.28
12931.3,148.65,68.6,1.9,1.88
12932.9,271.473,40.5,0.47,0.68
12933.1,166.769,62.9,1.45,1.56
12933.2,159.988,85.2,0.6,3.3
12933.7,188.638,56,1.08,1.28
12934.8,150.936,88.2,0.66,3.75
12935,160.912,64.9,1.58,1.65
12935.1,152.144,67.6,1.8,1.81
12938,148.003,89.6,0.68,3.92
12938.7,187.86,70.6,0.48,2.27
12938.9,182.455,73.3,0.5,2.43
12939.2,149.867,67.9,1.86,1.86
12940.1,153.426,66.8,1.76,1.79
12940.3,160.688,64.5,1.58,1.66
12940.4,200.525,67.5,0.43,1.97
12941.4,165.118,81,0.58,3.05
12941.9,164.627,79.3,0.59,3.05
12942.6,158.766,82.6,0.62,3.32
12943.4,154.528,67.1,1.74,1.76
12944,165.645,80,0.58,3.02
12944.3,156.342,66.3,1.69,1.73
12945.2,258.018,43.4,0.53,0.74
12945.3,158.689,65.4,1.63,1.69
12946.1,147.515,90.4,0.68,3.96
12947.3,174.22,60.8,1.31,1.45
12947.4,175.184,60.2,1.29,1.44
12947.7,170.82,61.6,1.37,1.5
12948,158.223,65.5,1.64,1.7
12948.8,191.54,54.9,1.04,1.25
12948.9,169.323,62.2,1.4,1.52
12949.2,157.517,65.9,1.66,1.71
12949.6,187.039,56.1,1.1,1.3
12950.1,224.734,47.8,0.72,0.95
12950.7,189.868,55.1,1.06,1.27
12950.8,192.83,54.1,1.02,1.24
12950.9,188.663,69.3,0.48,2.24
12951.3,238.852,45.9,0.63,0.85
12951.9,152.556,67.5,1.79,1.8
12952.1,190.757,69.2,0.47,2.19
12952.1,169.842,77.8,0.56,2.85
12952.2,174.844,60.7,1.3,1.44
12952.3,148.24,69.3,1.92,1.88
12952.6,157.763,65.5,1.65,1.71
12953.2,191.332,68.2,0.47,2.17
12953.9,228.139,48.1,0.7,0.92
12953.9,234.999,54.7,0.34,1.37
12954.4,151.274,68.3,1.83,1.82
12954.5,151.476,87.2,0.66,3.71
12955.9,157.243,85.4,0.62,3.42
12956.1,211.613,51.1,0.83,1.05
12956.7,237.937,55.6,0.33,1.34
12957.3,201.617,51.9,0.92,1.15
12957.7,177.936,74.9,0.52,2.57
12957.8,167.801,78.7,0.57,2.93
12958,148.75,90.2,0.67,3.89
12958.8,163.505,64,1.52,1.61
12958.8,146.894,68.9,1.95,1.92
12961.1,158.757,85,0.61,3.35
12962.6,150.261,67.9,1.85,1.85
12963.2,173.536,76.8,0.54,2.72
12963.3,194.581,53.8,1,1.22
12964.2,162.433,80.8,0.6,3.15
12964.5,163.761,80.9,0.59,3.1
12965.1,162.935,79.9,0.6,3.12
12965.1,158.305,83.4,0.62,3.35
12965.3,150.028,89.9,0.66,3.82
12966.2,149.002,89.7,0.67,3.87
12966.3,145.749,69.5,1.99,1.94
12966.4,161.176,64.5,1.57,1.65
12966.6,210.509,51.3,0.84,1.06
12967.6,194.39,66.6,0.46,2.09
12967.9,196.383,53.5,0.98,1.2
12968.2,157.976,65.9,1.65,1.7
12969.5,195.985,53,0.98,1.21
12969.5,156.791,66.3,1.68,1.72
12969.5,176.027,75.3,0.53,2.63
12970.2,152.974,67.5,1.78,1.79
12970.2,156.503,84.4,0.63,3.44
12970.3,203.623,51.7,0.9,1.13
12970.5,152.548,87.3,0.65,3.66
12971.1,178.859,59.3,1.23,1.39
12971.4,153.093,88.6,0.64,3.65
12973.6,151.733,88.9,0.65,3.72
12973.9,167.055,80.1,0.57,2.97
12974.7,247.486,44.2,0.58,0.8
12974.7,148.623,69.3,1.91,1.87
12975.1,150.414,89.2,0.66,3.79
12976.1,167.316,62.8,1.44,1.55
12976.1,161.402,64.9,1.57,1.64
12976.8,218.217,49.1,0.77,1
12977,153.875,66.8,1.75,1.78
12977.5,154.961,67.1,1.73,1.75
12977.5,196.686,66.5,0.45,2.04
12977.7,221.329,49.3,0.75,0.97
12978.4,193.235,68.5,0.46,2.13
12979,197.276,53.4,0.97,1.19
12979.2,166.344,81.3,0.57,3.01
12979.5,171.408,61.5,1.36,1.49
12979.6,164.275,80,0.59,3.07
12980.1,185.864,56.9,1.12,1.31
12980.5,156.361,84.7,0.63,3.45
12981.7,171.77,77.1,0.55,2.78
12982.1,159.187,65.4,1.62,1.68
12984.2,147.287,69,1.94,1.91
12984.7,172.371,76.1,0.55,2.75
12985.1,181.749,57.9,1.18,1.36
12986.8,164.02,63.9,1.51,1.6
12987,176.496,60.1,1.27,1.42
12987.6,146.109,70.2,1.99,1.92
12988.4,176.236,74.9,0.53,2.62
12988.4,159.385,83.9,0.61,3.31
12988.6,155.493,86.3,0.63,3.51
12989.1,208.888,50.8,0.85,1.08
12991.2,186.205,57.4,1.12,1.3
12991.7,189.927,70.5,0.47,2.22
12991.8,204.621,51.5,0.89,1.12
12992,175.854,60.2,1.28,1.43
12992.1,163.275,79.2,0.6,3.1
12992.6,196.388,66.9,0.45,2.05
12994.1,175.508,60.7,1.29,1.43
12995.1,152.002,88.4,0.65,3.7
12995.3,164.77,81.7,0.58,3.07
12996.5,165.376,63.4,1.48,1.58
12997.3,243.42,53.3,0.32,1.27
12997.7,150.661,67.9,1.84,1.84
12997.9,151.704,68.3,1.82,1.81
12998.5,152.403,87.6,0.65,3.67
12999.1,149.036,68.6,1.89,1.87
13001.1,152.131,88.1,0.65,3.69
13001.9,200.664,52.1,0.93,1.16
13002.4,185.072,57,1.13,1.32
13002.4,164.539,63.8,1.5,1.59
13003.1,230.422,46.7,0.68,0.91
13003.9,177.484,75.7,0.52,2.59
13004.3,183.169,57.7,1.16,1.34
13004.5,192.37,54.7,1.03,1.24
13004.5,182.455,57.8,1.17,1.35
13004.5,161.668,64.4,1.56,1.64
13004.7,161.767,82,0.6,3.19
13005.2,169.928,62.2,1.39,1.51
13005.3,199.708,65.1,0.44,1.97
